Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
High Efficient Agile Distributed Systems;Certificado;2021;Diego Leonel Cadette Dutra;Universidade Federal do Rio de Janeiro - UFRJ;;Ciências Exatas e da Terra, Ciência da Computação;RJ;As mudanças observadas nas plataformas computacionais impactaram a forma como a sociedade interage com os recursos tecnológicos. Cada vez mais dispositivos móveis são as principais ferramentas de acesso aos produtos digitais, em cenários nos quais retira-se a carga de processamento do aparelho dos usuários, migrando a mesma para uma infraestrutura computacional remota. Esta característica foi acelerada com a introdução das redes móveis de 5a geração (5G), onde esses recursos computacionais passaram a ser compartilhados por serviços dos usuários e sistemas das operadoras móveis. Olhando para as demandas atuais e seus desdobramentos, o grupo de pesquisa HEADS (High Efficient Agile Distributed Systems - em português, Sistemas Distribuídos Ágeis de Alta Eficiência) tem como objetivo investigar mecanismos computacionais capazes de facilitar a implementação de novos serviços escaláveis em um ambiente computacional composto por recursos altamente heterogêneos e geograficamente distribuídos.;{"Nome":Ambiente para Co-Projeto de Hardware/Software em Plataformas de FPGAs,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Cloud Computing,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Edge Cloud Computing,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Mobile Cloud Computing,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Virtualized Environments,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Aalto University,"Sigla":AALTO,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/8806328756919981
iMobilis - Computação Móvel;Certificado;2010;Ricardo Augusto Rabelo Oliveira;Universidade Federal de Ouro Preto - UFOP;;Ciências Exatas e da Terra, Ciência da Computação;MG;O Laboratório iMobilis desenvolve pesquisas na área de computação móvel com sistemas embutidos, utilizando as arquiteturas de hardware baseadas nos processadores ARM, Risc e Intel. Atualmente atua na area de Edge Computing, com uso de Inteligencia Artificial e Blockchain na estrutura de cloud e IoT O laboratorio está implantado no DECOM e no DECSI, departamentos da UFOP nos campus de Ouro Preto e João Monlevade Em seus 3 anos de existência a pesquisa e produção do grupo atingiu destaque no cenário mundial, com repercussão na midia. As repercusões na midia podem ser vistas em: http://www.decom.ufop.br/imobilis/?page_id=3294;{"Nome":Cyber-Physical Systems e Indústria 4.0,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Estudo de tecnicas de desenvolvimento movel,"Q_Estudantes":2,"Q_Pesquisadores":6}|{"Nome":Redes sem fio de curto e longo alcance,"Q_Estudantes":1,"Q_Pesquisadores":4}|{"Nome":Sistemas Embutidos para veiculos,"Q_Estudantes":1,"Q_Pesquisadores":4}|{"Nome":VANETs,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Wearables pra industria,"Q_Estudantes":1,"Q_Pesquisadores":3};{"Nome":Seva Engenharia Eletrônica,"Sigla":SEVA,"UF":MG}|{"Nome":Instituto Tecnológico Vale - Ouro Preto,"Sigla":ITV/OP,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":1,"Técnicos":0,"Estrangeiros":1,"Total":9}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/5940888799555819
Information and Communications Technologies;Certificado;2016;Antônio Marcos Alberti;Instituto Nacional de Telecomunicações - INATEL;;Engenharias, Engenharia Elétrica;MG;O trabalho do grupo repercute no meio acadêmico através da publicação de artigos científicos em periódicos nacionais e internacionais. O grupo junto com seus parceiros produziu artigos nas revistas/jornais: IEEE Internet of Things Journal, MDPI Sensors, FGCS, CEE, Hindawi, MOTL, IEEE Latin America, JBCS, etc. O grupo já obteve financiamento junto com seus parceiros nos projetos: Universal CNPq 14/2014, MCTI/CNPq/MEC/CAPES - Ação Transversal nº 06/2011 Casadinho/Procad, Centro de Referência em Radiocomunicações Finep/Funttel No. 01.14.0231-00, PRONEM FAPEMIG APQ-00516-14 e FAPEMIG 14/2014 APQ-03066-14. Projeto CEMIG/FAPEMIG D0640. Projeto SINDISAT sobre redes híbridas terrestre/satélites 5G. O grupo realizou atividades de P&D em projeto EMBRAPII junto com a Ericsson. Ainda, o grupo mantém parceria com empresas nacionais e internacionais. O grupo acomoda o data center e as pesquisas em arquitetura, softwarização, virtualização, e diversas outras tecnologias do projeto Brasil 6G.;{"Nome":Arquiteturas e Redes Convergentes,"Q_Estudantes":7,"Q_Pesquisadores":2}|{"Nome":Internet das Coisas,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Redes 5G,"Q_Estudantes":3,"Q_Pesquisadores":2};{"Nome":Universidade Federal de Uberlândia,"Sigla":UFU,"UF":MG}|{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Universidade Federal de Goiás,"Sigla":UFG,"UF":GO}|{"Nome":Departamento de Engenharia Elétrica,"Sigla":UFES,"UF":ES}|{"Nome":Gerência de Pesquisa, Desenvolvimento e Inovação,"Sigla":UNISINOS,"UF":RS};{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4};http://dgp.cnpq.br/dgp/espelhogrupo/223185
Laboratório de Neuroproteômica (LNP);Certificado;2014;Daniel Martins-de-Souza;Universidade Estadual de Campinas - UNICAMP;Instituto de Biologia;Ciências Biológicas, Bioquímica;SP;Globonews: https://www.youtube.com/watch?v=r6KulCbh8fU&feature=youtu.be EPTV: https://globoplay.globo.com/v/8534741/ G1: https://g1.globo.com/sp/campinas-regiao/noticia/2020/05/06/pesquisa-da-unicamp-descobre-como-coronavirus-invade-neuronios-humanos.ghtml O Globo: https://oglobo.globo.com/sociedade/coronavirus/coronavirus-pode-se-multiplicar-nos-neuronios-mostra-estudo-da-unicamp-1-24416142?fbclid=IwAR0wx5g9rhjpBDwGP3UzkpBE9lVcm04IF9oernlWPq9Mtn6Vfgd5pVUWz2U Band TV: https://bandmulti.com.br/video?id=32813 Rede Record: https://noticias.r7.com/jr-na-tv/videos/pesquisa-da-unicamp-tenta-descobrir-como-coronavirus-pode-afetar-o-sistema-nervoso-02052020?fbclid=IwAR2wH4qxsopKPiMDR6urpYPjYhefJQ2o4ssq_ERhWhDvWKBx94x8Miwhszg CBN: https://portalcbncampinas.com.br/2020/05/unicamp-pesquisa-efeitos-do-covid-19-no-cerebro/?fbclid=IwAR2EV88xXArhUkWJ5zZKo9h2UheieBKamyKMbGkcRwAnvxa-KJrrjdUHojI Rádio Jovem Pam: https://youtu.be/j1PqCzwa2VE Rádio Nacional: https://radios.ebc.com.br/tarde-naciona;{"Nome":Metabolômica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Biomarcadores,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Farmacologia,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Metalômica,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Neurociências,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Proteômica,"Q_Estudantes":5,"Q_Pesquisadores":3}|{"Nome":Psiquiatria molecular,"Q_Estudantes":3,"Q_Pesquisadores":2};{"Nome":Fundação Oswaldo Cruz,"Sigla":FIOCRUZ,"UF":RJ}|{"Nome":Faculdade de Medicina da Universidade de São Paulo,"Sigla":FMUSP,"UF":SP}|{"Nome":Faculdade de Medicina de Ribeirão Preto,"Sigla":FMRP,"UF":SP}|{"Nome":Universidade Federal do Rio Grande do Sul,"Sigla":UFRGS,"UF":RS}|{"Nome":University of Cambridge,"Sigla":CAM,"UF":}|{"Nome":University of New South Wales,"Sigla":UNSW,"UF":}|{"Nome":James Cook University,"Sigla":JCU,"UF":}|{"Nome":Ludwig-Maximilians-Universität München,"Sigla":LMU,"UF":}|{"Nome":Universidade Federal do Rio de Janeiro,"Sigla":UFRJ,"UF":RJ}|{"Nome":Otto-von-Guericke-Universität Magdeburg,"Sigla":UNI/Magdeburg,"UF":}|{"Nome":The University of Texas Health Science Center at Houston,"Sigla":UTHealth,"UF":}|{"Nome":Instituto D'Or de Pesquisa e Ensino,"Sigla":IDOR,"UF":RJ}|{"Nome":Icahn School of Medicine at Mount Sinai - New York City,"Sigla":ICAHN,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/60069
Laboratório de Tecnologias de Informação e Comunicação em Saúde: LATICS;Certificado;2014;Marcelo Costa Fernandes;Universidade Federal de Campina Grande - UFCG;;Ciências da Saúde, Saúde Coletiva;PB;Este grupo possui como objetivo a construção, validação e avaliação de tecnologias cuidativo-educacionais, bem como proporcionar o empoderamento e o desenvolvimento de novos conhecimentos críticos e reflexivos no âmbito da saúde, como também divulgar e ampliar os saberes para a sociedade que utiliza da informática como ferramenta de pesquisa, por meio da utilização do blog do Laboratório de Tecnologias de Informação e Comunicação em Saúde - LATICS (http://www.laticsufcg.blogspot.com.br/) e Instagram (https://www.instagram.com/laticsufcg/), gravação e disponibilização de videoaulas por meio no canal do LATICS no YouTube (https://www.youtube.com/channel/UCJvYAzFOh9BEP5gt6SB4CmA) e construção de resenhas críticas sobre o contexto da saúde. O grupo visa também a realização de ações de cunho intervencionistas, à luz da ludicidade e interatividade.;{"Nome":Tecnologias cuidativo-educacionais: desenvolvimento e inovação no campo da saúde,"Q_Estudantes":18,"Q_Pesquisadores":4}|{"Nome":Tecnologias cuidativo-educacionais: interlocuções na saúde, formação e educação,"Q_Estudantes":22,"Q_Pesquisadores":6};;{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":2,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":38,"Técnicos":0,"Estrangeiros":0,"Total":38}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/222905
Laboratório de Tecnologias de Informação e Comunicação em Saúde: LATICS;Certificado;2014;Marcelo Costa Fernandes;Universidade Federal de Campina Grande - UFCG;;Ciências da Saúde, Saúde Coletiva;PB;Este grupo possui como objetivo a construção, validação e avaliação de tecnologias cuidativo-educacionais, bem como proporcionar o empoderamento e o desenvolvimento de novos conhecimentos críticos e reflexivos no âmbito da saúde, como também divulgar e ampliar os saberes para a sociedade que utiliza da informática como ferramenta de pesquisa, por meio da utilização do blog do Laboratório de Tecnologias de Informação e Comunicação em Saúde - LATICS (http://www.laticsufcg.blogspot.com.br/) e Instagram (https://www.instagram.com/laticsufcg/), gravação e disponibilização de videoaulas por meio no canal do LATICS no YouTube (https://www.youtube.com/channel/UCJvYAzFOh9BEP5gt6SB4CmA) e construção de resenhas críticas sobre o contexto da saúde. O grupo visa também a realização de ações de cunho intervencionistas, à luz da ludicidade e interatividade.;{"Nome":Tecnologias cuidativo-educacionais: desenvolvimento e inovação no campo da saúde,"Q_Estudantes":18,"Q_Pesquisadores":4}|{"Nome":Tecnologias cuidativo-educacionais: interlocuções na saúde, formação e educação,"Q_Estudantes":22,"Q_Pesquisadores":6};;{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":2,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":38,"Técnicos":0,"Estrangeiros":0,"Total":38}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/2626626308278932
LASSE - Núcleo de Pesquisa e Desenvolvimento em Telecomunicações, Automação e Eletrônica;Certificado;2009;Aldebaro Barreto da Rocha Klautau Júnior;Universidade Federal do Pará - UFPA;Centro Tecnológico;Engenharias, Engenharia Elétrica;PA;O Núcleo de Pesquisa e Desenvolvimento em Telecomunicações, Automação e Eletrônica (LASSE) é um espaço acadêmico formado por professores e alunos da UFPA com o interesse em criar tecnologias inovadoras que beneficiem tantos os estudantes quanto à comunidade. Aos estudantes, o LASSE oferece um ambiente em que possam pôr em prática os conteúdos aprendidos em sala de aula, bem como a oportunidade de desenvolverem suas pesquisas. À comunidade, são destinadas as tecnologias criadas no laboratório com o objetivo de levar melhorias aos indivíduos em saúde, transporte, cultura, etc.;{"Nome":Aplicações em Telecomunicação,"Q_Estudantes":4,"Q_Pesquisadores":5}|{"Nome":Redes 5G,"Q_Estudantes":7,"Q_Pesquisadores":6};{"Nome":Fundação de Amparo à Pesquisa do Estado de São Paulo,"Sigla":FAPESP,"UF":SP}|{"Nome":Secretaria de Ciência, Tecnologia e Educação do Estado do Pará,"Sigla":SECTET,"UF":PA}|{"Nome":Ericsson Telecomunicações - Matriz,"Sigla":ERICSSON,"UF":SP}|{"Nome":Brasilsat Harald,"Sigla":BRASILSAT,"UF":PR};{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":10}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":1,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/384271
Núcleo de Estudos aplicados a Redes de computadores e Sistemas distribuídos (NumbERS);Certificado;2019;Leandro Alexandre Freitas;Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG;Instituto Federal de Goiás - Câmpus Inhumas;Ciências Exatas e da Terra, Ciência da Computação;GO;Os sistemas de informação atuais passam por um processo de evolução constante e rápida, em grande parte provocado pela introdução das redes de computadores nos mais variados cenários e contextos. Redes de telefones móveis (celulares), redes em fábricas, redes corporativas, redes em campus universitários, redes dentro de veículos, todas elas, tanto separadamente como em conjunto, compartilham as características básicas que as tornam temas relevantes para o estudo de sistemas distribuídos. Partindo de demandas criadas pela comunidade inserida na área de abrangência do Câmpus Inhumas do IFG, ou seja, demandas da comunidade interna e externa ao câmpus, surge a proposta de criação do Núcleo de Estudos aplicados a Redes de computadores e Sistemas distribuídos - NumbERS - com o propósito de realizar pesquisas que possam se beneficiar das características peculiares de utilização de sistemas distribuídos que interligam recursos em redes de computadores.;{"Nome":Inteligência Artificial,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Sistemas de Informação,"Q_Estudantes":4,"Q_Pesquisadores":7}|{"Nome":A Lógica e o Ensino da Matemática,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":A Relação Universidade- Empresa Aplicada à Formação do Administrador,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Acessibilidade,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Aplicação de tecnologias da informação e comunicação em Educação - Aplic,"Q_Estudantes":4,"Q_Pesquisadores":1}|{"Nome":Computação em Nuvem e em Borda,"Q_Estudantes":4,"Q_Pesquisadores":2}|{"Nome":Internet das Coisas,"Q_Estudantes":20,"Q_Pesquisadores":2}|{"Nome":Redes 5G,"Q_Estudantes":3,"Q_Pesquisadores":3}|{"Nome":Redes 6G,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Saúde Digital,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":3,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":2,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":12,"Técnicos":0,"Estrangeiros":0,"Total":12}|{"Formação acadêmica":Ensino Profissional de nível técnico,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7};http://dgp.cnpq.br/dgp/espelhogrupo/505097
Núcleo de Estudos em Redes de Computadores e Sistemas Inteligentes;Certificado - Não-atualizado há mais de 12 meses;2018;Warley Muricy Valente Junior ;Universidade Federal do Sul e Sudeste do Pará - UNIFESSPA;;Ciências Exatas e da Terra, Ciência da Computação;PA;;{"Nome":Avaliação de desempenho de redes e sistemas,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Computação em Nuvem, em Névoa e na Borda,"Q_Estudantes":3,"Q_Pesquisadores":1}|{"Nome":Mitigação de Interferência em Transmissões MIMO para Sistemas 5G,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Redes de Computadores,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Distribuídos,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Inteligentes,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Tecnologias de Acesso de Redes Móveis,"Q_Estudantes":2,"Q_Pesquisadores":1};{"Nome":Centro de Informática,"Sigla":CIN,"UF":PE}|{"Nome":Laboratório de Computação Aplicada,"Sigla":UFPA,"UF":PA};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":1,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5};http://dgp.cnpq.br/dgp/espelhogrupo/328887
Redes de Computadores;Certificado - Não-atualizado há mais de 12 meses;2020;Edmundo Roberto Mauro Madeira ;Universidade Estadual de Campinas - UNICAMP;Instituto de Computação;Ciências Exatas e da Terra, Ciência da Computação;SP;Os resultados de pesquisa do grupo tem sido publicados em periódicos e conferências nacionais e internacionais. O grupo participa também de diversos convênios internacionais.;{"Nome":Gerência de Redes de Computadores,"Q_Estudantes":3,"Q_Pesquisadores":3}|{"Nome":Mineração de Processos,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Redes 5G,"Q_Estudantes":6,"Q_Pesquisadores":4}|{"Nome":Redes Definidas por Software e Virtualização de Funções de Rede,"Q_Estudantes":8,"Q_Pesquisadores":3}|{"Nome":Redes Veiculares,"Q_Estudantes":6,"Q_Pesquisadores":3}|{"Nome":Redes ópticas,"Q_Estudantes":2,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":10,"Técnicos":0,"Estrangeiros":0,"Total":14}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":5};http://dgp.cnpq.br/dgp/espelhogrupo/618066
Redes Inteligentes e Sistemas Autônomos - GPRISA;Certificado;2022;Joelson de Araújo Delfino;Universidade Estadual do Tocantins - UNITINS;;Ciências Exatas e da Terra, Ciência da Computação;PR;Espera-se que os trabalhos produzidos pelo grupo utilizem abordagens e estratégias eficientes estratégias eficientes, acopladas em funções de controle SDN e NFV, que estejam em conformidade com os principais padrões de especificação em desenvolvimento (em especial as lideradas pelo 3GPP e ETSI) garantindo QoS em ambiente de alto desempenho. Esses pontos constituem um campo aberto do ponto de vista de pesquisas e soluções para o mercado. Desta forma, trabalhos que explorem este campo de aplicações são de extrema relevância, visto que não existem, ainda, padrão de indústria definido e comercializável.;{"Nome":Multiobjective Optimization,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Artificial Intelligence in Zero-Touch Provisioning,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Cloud and Edge Computing,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Future Vertical Industry Applications,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Intelligent Networks and Network Coding,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Machine Learning and Intelligence Systems,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Multi-agent Systems,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Network Simulation and Modeling,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Network Slicing Management,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Resource Orchestration in 5G and Future Communications Networks,"Q_Estudantes":0,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":MBA,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/783446
Sistemas Inteligentes e Indústria 4.0;Certificado;2021;Ruan Delgado Gomes;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB - IFPB;IFPB - Campus João Pessoa;Ciências Exatas e da Terra, Ciência da Computação;PB;Este grupo tem como objetivo realizar pesquisas aplicadas com foco no desenvolvimento de sistemas inteligentes e soluções pra a Indústria 4.0, envolvendo o desenvolvimento de hardware, software e redes de comunicações para aquisição, transmissão e processamento de dados, por meio da aplicação de técnicas de análise de dados e inteligência artificial, bem como o desenvolvimento de sistemas de controle e automação inteligentes.;{"Nome":Automação e Programabilidade de Redes,"Q_Estudantes":2,"Q_Pesquisadores":2}|{"Nome":Automação Inteligente,"Q_Estudantes":1,"Q_Pesquisadores":4}|{"Nome":Inteligência Artificial Aplicada,"Q_Estudantes":4,"Q_Pesquisadores":2}|{"Nome":Inteligência e Visão Computacional,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Internet das Coisas,"Q_Estudantes":11,"Q_Pesquisadores":6};;{"Formação acadêmica":Doutorado,"Pesquisadores":7,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":6,"Técnicos":1,"Estrangeiros":0,"Total":8}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":7};http://dgp.cnpq.br/dgp/espelhogrupo/745879
SMART 4C - Smart Methods and Advanced Research Technologies for Cities;Certificado;2023;Carlos Renato Lisboa Francês;Universidade Federal do Pará - UFPA;;Engenharias, Engenharia Elétrica;AL;;{"Nome":Applied Artificial Intelligence,"Q_Estudantes":4,"Q_Pesquisadores":4}|{"Nome":Applied Computer Vision,"Q_Estudantes":3,"Q_Pesquisadores":3}|{"Nome":Multispectral Imagery,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Structural Health Monitoring,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Telecommunications Systems,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/789908
