Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
ICAD - ARTIFICIAL INTELLIGENCE APPLIED TO COMPUTER-AIDED DIAGNOSIS;Certificado - Não-atualizado há mais de 12 meses;2018;Marcelo Costa Oliveira ;Universidade Federal de Alagoas - UFAL;Departamento de Tecnologia da Informação;Ciências Exatas e da Terra, Ciência da Computação;AL;;{"Nome":Processamento de Imagens por Meio de Visão Computacional e Inteligência Artificial,"Q_Estudantes":8,"Q_Pesquisadores":4};{"Nome":Faculdade de Medicina de Ribeirão Preto,"Sigla":FMRP,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/327627
InReDD - Grupo de Pesquisa Interdisciplinar em Odontologia Digital / Interdisciplinary research group in Digital Dentistry;Certificado;2017;Camila Tirapelli;Universidade de São Paulo - USP;Faculdade de Odontologia de Ribeirão Preto/USP;Ciências da Saúde, Odontologia;SP;Nossa missão é avaliar, inovar e disseminar a aplicabilidade de tecnologias digitais e tridimensionais na Odontologia. Nossa visão é sermos referencia em questões como o uso da tomografia computorizada de feixe cônico, impressões intraorais digitais ou scanners intraorais, impressão 3D, uso da inteligência artificial na Odontologia e plataformas virtuais de trabalho e de ensino na Odontologia. Nosso valor é sempre trabalhar para o melhorar as ferramentas de trabalho dos dentistas e o tratamento do paciente. ------------------------------ Our mission is to evaluate, innovate and disseminate the applicability of digital technologies in Dentistry. Our vision is to be a reference in issues such as the use of cone beam computed tomography, digital intraoral impressions or intraoral scanners, 3D printing, artificial intelligence and virtual work and teaching platforms in Dentistry. Our value is always working to improve dentists' work tools and patient care.;{"Nome":Aplicabilidade da Odontologia Digital,"Q_Estudantes":11,"Q_Pesquisadores":8}|{"Nome":Inteligência artificial em Odontologia,"Q_Estudantes":0,"Q_Pesquisadores":5};{"Nome":Faculdade de Filosofia Ciências e Letras de Ribeirão Preto,"Sigla":USP/RIB. PRETO,"UF":SP};{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":4,"Técnicos":0,"Estrangeiros":1,"Total":13}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/0200355950770489
Inteligência Artificial e Sociedade;Certificado;2020;Glauco Antonio Truzzi Arbix;Universidade de São Paulo - USP;Faculdade de Filosofia Letras e Ciências Humanas;Ciências Sociais Aplicadas, Ciência da Informação;SP;O Grupo de Pesquisa "Inteligência Artificial e Sociedade" tem sua base no Centro for Artificial Intelligence (C4AI) da Universidade de São Paulo. O Grupo está voltado para a pesquisa na área de humanidades, com estudos orientados para as políticas públicas em países emergentes. Temas como as Transformações do Trabalho, Emprego, Novas Tecnologias e Competências, Regulação, Ética, Privacidade, Ética Corporativa, Impactos sociais de técnicas Biométricas, Informação e Desinformação, Democracia, Cidades Inteligentes e Relações Homem-Robô.Dada sua característica multidisciplinar e multiinstitucional, Grupo abriga pesquisadores da Sociologia, Ciência Política, Economia, Psicologia, Computação, Medicina, Direito, Comunicação, Robótica. Os trabalhos de pesquisa estão voltados para consolidar a Inteligência Artificial no Brasil e ampliar os laços com centros internacionais relevantes. Como parte do C4AI, o Grupo buscará de modo permanente a sinergia com todas as áreas avançadas da IA.;{"Nome":Comunicação e sociabilidade - Jornalismo, processos comunicativos e práticas sociais, forma de conhecimento, técnicas produtivas e linguagem,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Implicações éticas, sociais e políticas dos sistemas biométricos,"Q_Estudantes":4,"Q_Pesquisadores":3}|{"Nome":Robótica Social,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":Transformações do Trabalho,"Q_Estudantes":8,"Q_Pesquisadores":2}|{"Nome":Ética, Direito e Inteligência Artificial,"Q_Estudantes":0,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":9,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":15}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":4,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/617129
Inteligência Artificial na Reprodução Assistida;Certificado;2020;José Celso Rocha;Universidade Estadual Paulista Júlio de Mesquita Filho - UNESP;Faculdade de Ciências e Letras de Assis;Ciências da Saúde, Medicina;SP;O grupo em questão apresentou pesquisa no American Society of Reproductive Medicine ASRM Scientific Congress. 2021, sob o título "Non-invasive method for blastocyst ploidy prediction based on artificial intelligence, time-lapse images and patient parameter", sendo este o principal evento da América e o segundo maior do mundo. Desenvolve atualmente diversos projetos em parceria, envolvendo alunos de graduação e pós-graduação, como por exemplo, o projeto de mestrado intitulado "Prediction of fetal heartbeat based on artificial intelligence and using morphological, morphokinetcs and patient variable". Publicou nos últimos anos diversos artigos sobre o tema como, por exemplo, no Journal of Assisted Reproduction and Genetics, com o título "Artificial intelligence in the IVF laboratory: Overview through the application of different types of algorithms for the classification of reproductive data", 2020, DOI:10.1007/s10815-020-01881-9.;{"Nome":Inteligência Artificial,"Q_Estudantes":8,"Q_Pesquisadores":2}|{"Nome":Reprodução Humana Assistida,"Q_Estudantes":2,"Q_Pesquisadores":5};;{"Formação acadêmica":Doutorado,"Pesquisadores":4,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":1,"Estudantes":5,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/768459
Laboratory of Applied Artificial Intelligence;Certificado;2012;Filipe de Oliveira Saraiva;Universidade Federal do Pará - UFPA;Centro de Ciências Exatas e Naturais;Ciências Exatas e da Terra, Ciência da Computação;PA;;{"Nome":Inteligência Computacional,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Sistemas Embarcados,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Agentes Autônomos e Sistemas Multiagente,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Algoritmos Heurísticos e Metaheurísticas,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Aprendizado de Máquina,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Internet das Coisas,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Sistemas Fuzzy,"Q_Estudantes":3,"Q_Pesquisadores":2}|{"Nome":Smart Grids,"Q_Estudantes":4,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":4}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3};http://dgp.cnpq.br/dgp/espelhogrupo/736754
Laima - Laboratory of Artificial Intelligence and Machine Aid;Certificado;2022;Francisco José de Lima;Universidade Federal de Pernambuco - UFPE;Centro de Educação;Ciências Humanas, Educação;PE;Atua nas áreas de ensino, pesquisa e extensão, provendo tecnologia assistiva por meio da Machine Aid.;{"Nome":Jogos digitais/Educação inclusiva/Machine Learning/Tecnologia assistiva/TIC's, educação e acessibilidade/Inteligência Artificial,"Q_Estudantes":2,"Q_Pesquisadores":3};;{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/783668
MAIA - Tecnologias para Inteligência Artificial;Certificado;2022;Roberto Luiz Souza Monteiro;Universidade do Estado da Bahia - UNEB;Departamento de Ciências Exatas e da Terra;Ciências Exatas e da Terra, Ciência da Computação;BA;O grupo de pesquisas M.A.I.A. foi criado para desenvolver tecnologia para construção de aplicações adaptáveis e inteligentes. O termo M.A.I.A. vem do inglês Maia Artificial Intelligence Autogenous, que representa um dos principais objetivos deste grupo: criar um motor metacognitivo, uma máquina capaz de aprender a aprender. Atualmente nossos principais produtos são a linguagem de programação MaiaScript, o analisador de linguagem natural MaiaLexa, o sistema de processamento de voz MaiaVoice e a ferramenta de análise de redes sociais e complexas CNATOOL.;{"Nome":Inteligência Artificial,"Q_Estudantes":4,"Q_Pesquisadores":5};{"Nome":Centro Integrado de Manufatura e Tecnologia,"Sigla":CIMATEC/SENAI/BA,"UF":BA};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":7}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/6991136861635169
MAINLab - Main Artificial Intelligence Laboratory;Certificado - Não-atualizado há mais de 12 meses;2016;Cristiane Akemi Yaguinuma ;Instituto Federal de São Paulo - IFSP;IFSP - Campus Araraquara;Ciências Exatas e da Terra, Ciência da Computação;SP;O MAINLab foi criado com o propósito de alcançar resultados expressivos em pesquisa com foco em Inteligência Artificial envolvendo Integração de Dados, Aprendizado de Máquina, Análise de Séries Temporais, Sistemas Fuzzy, Representação de Conhecimento e Ontologias.;{"Nome":Análise de Big Data,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Aprendizado de Máquina,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Data Warehousing, Aplicações OLAP e Data Mining,"Q_Estudantes":3,"Q_Pesquisadores":6}|{"Nome":Representação de conhecimento e ontologias,"Q_Estudantes":1,"Q_Pesquisadores":1};;{"Formação acadêmica":Doutorado,"Pesquisadores":6,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":6}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Especialização,"Pesquisadores":0,"Estudantes":0,"Técnicos":1,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/212174
MIND.Funga - Monitoring and Inventorying Neotropical Diversity of Fungi;Certificado;2011;Elisandro Ricardo Drechsler dos Santos;Universidade Federal de Santa Catarina - UFSC;Centro de Ciências Biológicas;Ciências Biológicas, Botânica;SC;The main aim of this project is to access and monitoring the diversity of fungi, using an integrative approach (systematics, phylogeny, taxonomy, ecology, metagenomics, etc.) in the studies on macrofungi, polypores (mainly Hymenochaetales and Polyporales) and Cordyceps s.l. (Hypocreales), and microfungi (e.g. endophytes), both mycota associated to plants and soil.;{"Nome":Development and innovation for identification of macrofungi,"Q_Estudantes":3,"Q_Pesquisadores":6}|{"Nome":Systematics, ecology and conservation of entomogenous fungi,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Systematics, ecology and conservation of wood-rotting fungi,"Q_Estudantes":9,"Q_Pesquisadores":12};{"Nome":New York Botanical Garden,"Sigla":NYBG,"UF":};{"Formação acadêmica":Doutorado,"Pesquisadores":14,"Estudantes":6,"Técnicos":0,"Estrangeiros":1,"Total":21}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/345014
NOMATI - NÚCLEO DE OTIMIZAÇÃO DA MANUFATURA E DE TECNOLOGIA DA INOVAÇÃO;Certificado;2008;Anderson Paulo de Paiva;Universidade Federal de Itajubá - UNIFEI;Instituto de Engenharia de Produção e Gestão;Engenharias, Engenharia de Produção;MG;Desenvolve pesquisas em sistemas de manufatura, projeto de desenvolvimento de produtos, gestão da inovação e gestão da qualidade. Por meio de parcerias com empresas, busca ser agente de desenvolvimento e geração de conhecimento na instituição, no município e na região. O núcleo preocupa-se com a inovação de processos e produtos, através da formação continuada de profissionais capacitados para o mercado e para a área acadêmica, além do estabelecimento e fortalecimento de vínculos entre os grupos de pesquisa envolvidos (em virtude de seu caráter multidisciplinar), considerando parcerias com instituições públicas e privadas. Os objetivos do grupo são: promover a integração entre os grupos de pesquisa do IEPG, possibilitando a aproximação e fortalecimento de trabalhos afins, estimular a inovação através da realização de pesquisas no âmbito do desenvolvimento de processos e produtos, ampliar a participação da UNIFEI, através dos GEPE´s do IEPG, em trabalhos de cooperação com outros grupos e organizações em suas áreas de atuação, incentivar o desenvolvimento de estudos e pesquisas interdisciplinares na graduação, pós-graduação e organizações, em suas áreas de atuação, criar eventos científicos relacionados às áreas de atuação do núcleo, prestar serviços nas áreas de conhecimento ligadas as suas áreas de atuação, contribuir para a pré-incubação e incubação de empresas através de orientações e desenvolvimento de conhecimentos sobre tecnologias e metodologias de projeto e desenvolvimento de produtos para empresas nascentes (ou não) de base tecnológica, obter apoio para o crescimento e disseminação das pesquisas através da captação de recursos. Tem como principal objeto de estudo empresas de base tecnológica, com ênfase nas empresas incubadas, especialmente aquelas ligadas ao Parque Científico e Tecnológico de Itajubá. O grupo possui laboratórios de usinagem, soldagem e de Inovação de Produtos (LIP), onde se destacam a máquina de prototipagem rápida e o Scanner 3D.;{"Nome":Acompanhamento e Avaliação de Políticas Públicas,"Q_Estudantes":0,"Q_Pesquisadores":8}|{"Nome":Aprendizado de Máquina (Machine Learning),"Q_Estudantes":0,"Q_Pesquisadores":8}|{"Nome":Engenharia de Fatores Humanos e Usabilidade,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Gestão da inovação para desenvolvimento de novos produtos,"Q_Estudantes":4,"Q_Pesquisadores":8}|{"Nome":Melhoria contínua e sistemas de gestão normalizados,"Q_Estudantes":2,"Q_Pesquisadores":5}|{"Nome":Métodos quantitativos aplicados à qualidade e à manufatura,"Q_Estudantes":14,"Q_Pesquisadores":14}|{"Nome":Otimização de produtos de empresas de base tecnológica,"Q_Estudantes":1,"Q_Pesquisadores":9}|{"Nome":Processo de gestão de projetos de novos produtos de empresas de base tecnológica,"Q_Estudantes":2,"Q_Pesquisadores":7}|{"Nome":Processos de soldagem e ensaios não destrutivos,"Q_Estudantes":1,"Q_Pesquisadores":2}|{"Nome":Processos de transformação e automação,"Q_Estudantes":3,"Q_Pesquisadores":7};{"Nome":Secretaria de Educação Superior,"Sigla":MEC/SESU,"UF":DF}|{"Nome":University of Toronto,"Sigla":UTORONTO,"UF":}|{"Nome":University of Tennessee System,"Sigla":UT System,"UF":}|{"Nome":Universidade do Minho,"Sigla":UMINHO,"UF":}|{"Nome":Fundação de Apoio ao Ensino, Pesquisa e Extensão de Itajubá,"Sigla":FAPEPE,"UF":MG}|{"Nome":University of Texas at Austin,"Sigla":UT Austin,"UF":}|{"Nome":Whirlpool S/A - Unidade Embraco,"Sigla":WHIRLPOOL,"UF":SC}|{"Nome":Emdep Brasil Indústria e Comércio,"Sigla":EMDEP,"UF":MG}|{"Nome":Associacão dos Moradores Rurais da Comunidade Abertão,"Sigla":AMORCA,"UF":MG}|{"Nome":Helicopteros do Brasil S/A,"Sigla":HELIBRAS,"UF":MG}|{"Nome":Associacão dos Servidores do Campus Universitario,"Sigla":ASERCAU,"UF":SP}|{"Nome":Johnson & Johnson do Brasil Indústria e Comércio de Produtos para Saude,"Sigla":JOHNSON,"UF":SP}|{"Nome":Carlos Alberto Rodrigues São Carlos,"Sigla":C.A.R.S.C,"UF":SP}|{"Nome":Pratica Produtos,"Sigla":PRATICA,"UF":MG}|{"Nome":Wisecase Indústria e Comércio Eletrônico,"Sigla":WISECASE,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":29,"Estudantes":6,"Técnicos":0,"Estrangeiros":0,"Total":35}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":1,"Técnicos":1,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":19,"Técnicos":0,"Estrangeiros":0,"Total":19};http://dgp.cnpq.br/dgp/espelhogrupo/25174
Núcleo de Visão Computacional e Engenharia - NUVEN;Certificado;2021;Thomaz Maia de Almeida;Instituto Federal do Ceará - IFCE;;Ciências Exatas e da Terra, Ciência da Computação;CE;Apesar de formalizada a criação em 2021, o NUVEN e seus pesquisadores já atuam em projetos de PD&I desde 2009 dentro das grandes áreas de Visão Computacional e Aprendizado de Máquina com destaque para aplicações em: 1) segmentação de imagens médicas, 2) reconhecimento facial, 3) rastreamento de veículos, 4) processamento de imagens para controle de qualidade, 5) detecção de artefatos em scanner humano, 6) classificação de imagens para auxílio ao diagnóstico médico , 7) OCR, 9) detecção e classificação de documentos, 10) mineração de textos em achados médicos, dentre outros.;{"Nome":Inteligência Artificial,"Q_Estudantes":1,"Q_Pesquisadores":4}|{"Nome":Análise e Processamento Digital de Imagens e Vídeo,"Q_Estudantes":0,"Q_Pesquisadores":7}|{"Nome":Ciência de Dados,"Q_Estudantes":0,"Q_Pesquisadores":2}|{"Nome":Visão Computacional,"Q_Estudantes":0,"Q_Pesquisadores":7};{"Nome":Diretoria Geral,"Sigla":CEFET/CE,"UF":CE};{"Formação acadêmica":Doutorado,"Pesquisadores":5,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado,"Pesquisadores":4,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":5}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/693773
Pirandello - Laboratório de Pesquisa em Ciências Sociais e Inteligência Artificial / Social Sciences and Artificial Intelligence Research Lab;Certificado;2018;Henrique Carlos de Oliveira de Castro;Universidade Federal do Rio Grande do Sul - UFRGS;Faculdade de Ciências Econômicas;Ciências Humanas, Ciência Política;RS;The best tradition of Social Sciences follows the deductive logic (without ever discarding the inductive path, of course), and the deductive path necessarily occurs from the theoretical construction, theory, concepts, and from there it would be empirical. On the one hand, the current uses of Artificial Intelligence to deal with themes of Social Sciences (by using pure and simple algorithms and other tools as it has been done currently) are very empiricist, not constituting efective Social Sciences, but mere analysis of data. On the other, such inductive use allows a sophisticated organization of data and analysis of amounts of information that would not be possible without the AI tools. What the Pirandello group proposes is a theoretical-methodological approach that can bring Social Science theory to the sophisticated uses of Artificial Intelligence tools in social (or society) databases.;{"Nome":Artificial Intelligence and Society,"Q_Estudantes":6,"Q_Pesquisadores":11}|{"Nome":New social networks and its impacts on society,"Q_Estudantes":9,"Q_Pesquisadores":10}|{"Nome":Political Culture and Big Data,"Q_Estudantes":3,"Q_Pesquisadores":3}|{"Nome":Social Sciences and Artificial Intelligence news methodologies,"Q_Estudantes":2,"Q_Pesquisadores":7};;{"Formação acadêmica":Doutorado,"Pesquisadores":15,"Estudantes":7,"Técnicos":0,"Estrangeiros":0,"Total":22}|{"Formação acadêmica":Mestrado,"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2};http://dgp.cnpq.br/dgp/espelhogrupo/513538
Polícia Judiciária e Inteligência Artificial;Certificado;2021;Felipe Alcântara de Barros Leal;Departamento de Polícia Federal - DPF;;Ciências Sociais Aplicadas, Direito;DF;A partir das discussões de trabalho, foi apresentado, pelo líder do grupo, defesa de doutoramento, com banda realizada pela Universidade do Porto aos dias 03/10/2022.;{"Nome":Ciências Policiais, Criminologia e Investigação Criminal,"Q_Estudantes":0,"Q_Pesquisadores":5}|{"Nome":Polícia Judiciária, Estado de Direito e Constituição,"Q_Estudantes":0,"Q_Pesquisadores":5};{"Nome":Academia Nacional de Polícia,"Sigla":ANP,"UF":DF};{"Formação acadêmica":Doutorado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Mestrado Profissional,"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1};http://dgp.cnpq.br/dgp/espelhogrupo/755518
Processo civil: tradições, transformações e perspectivas avançadas;Certificado;2019;William Santos Ferreira;Pontifícia Universidade Católica de São Paulo - PUC/SP;Programa de Pós-Graduação em Direito;Ciências Sociais Aplicadas, Direito;SP;O processo civil mundialmente, e o Brasil integra-se a esta compreensão, vem passando por constantes transformações, não derivadas apenas de um avanço de novas tecnologias e inteligência artificial (AI ¿ Artificial Intelligence), mas de um severo questionamento das tradições, nem sempre adequadas às exigências contemporâneas e com adoção de influências de outros modelos, portanto, impondo um permanente questionamento da ¿efetividade do Direito¿ e da concretização das ¿Liberdades Civis¿. O presente projeto pretende a partir das tradições, sem desconsiderá-las, estudar as transformações que estão ocorrendo, seus efeitos, e propor aperfeiçoamentos no que já existe ou soluções ainda não estabelecidas, enfim, conhecendo as tradições, estudando as transformações, mas também identificando necessidades e propondo novas visões e soluções para os problemas. Dentre outros serão tratados: tradições e transformações, direito probatório, eficiência, precedentes,procs.coletivos e estruturais, AI.;{"Nome":Efetividade do Direito Privado e Liberdades Civis,"Q_Estudantes":30,"Q_Pesquisadores":11};;{"Formação acadêmica":Doutorado,"Pesquisadores":8,"Estudantes":9,"Técnicos":0,"Estrangeiros":0,"Total":17}|{"Formação acadêmica":Mestrado,"Pesquisadores":1,"Estudantes":5,"Técnicos":0,"Estrangeiros":1,"Total":7}|{"Formação acadêmica":Especialização,"Pesquisadores":1,"Estudantes":1,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":3,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":1,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":1}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":12,"Técnicos":0,"Estrangeiros":0,"Total":12};http://dgp.cnpq.br/dgp/espelhogrupo/545821
RAI - Robotics and Artificial Intelligence;Certificado;2019;André Luiz Carvalho Ottoni;Universidade Federal do Recôncavo da Bahia - UFRB;;Ciências Exatas e da Terra, Ciência da Computação;BA;O grupo tem como objetivo principal desenvolver pesquisas científicas na área de Inteligência Artificial e Robótica, e favorecer a convergência entre a pesquisa, ensino e cooperação técnica. De modo a contribuir com segmentos distintos da sociedade. As principais linhas de pesquisa do grupo são sistemas de recomendação, data science, processamento de linguagem natural, visão computacional, sistemas multi agentes, sistemas embarcados, web inteligente, computação pervasiva, futebol de robôs e internet das coisas.;{"Nome":Inteligência Artificial,"Q_Estudantes":6,"Q_Pesquisadores":2}|{"Nome":Sistemas Embarcados,"Q_Estudantes":2,"Q_Pesquisadores":1}|{"Nome":Agentes e Robótica Inteligente,"Q_Estudantes":0,"Q_Pesquisadores":3}|{"Nome":Cidades Inteligentes,"Q_Estudantes":1,"Q_Pesquisadores":1}|{"Nome":Computacao Móvel, Inteligente e Pervasiva,"Q_Estudantes":0,"Q_Pesquisadores":1}|{"Nome":Data Science e Learning Analytics,"Q_Estudantes":2,"Q_Pesquisadores":3}|{"Nome":Futebol de Robôs,"Q_Estudantes":7,"Q_Pesquisadores":2}|{"Nome":Inteligencia Artificial e Visao Computacional,"Q_Estudantes":6,"Q_Pesquisadores":2}|{"Nome":Ontologias e Representação de Conhecimento,"Q_Estudantes":0,"Q_Pesquisadores":1};{"Nome":Universidade Federal de Pernambuco,"Sigla":UFPE,"UF":PE}|{"Nome":Universidade Federal da Bahia,"Sigla":UFBA,"UF":BA}|{"Nome":Universidade Estadual de Feira de Santana,"Sigla":UEFS,"UF":BA}|{"Nome":Universidade Federal de São João Del-Rei,"Sigla":UFSJ,"UF":MG};{"Formação acadêmica":Doutorado,"Pesquisadores":3,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":3}|{"Formação acadêmica":Mestrado,"Pesquisadores":2,"Estudantes":0,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Graduação,"Pesquisadores":0,"Estudantes":11,"Técnicos":0,"Estrangeiros":0,"Total":11}|{"Formação acadêmica":Ensino Médio (2o grau),"Pesquisadores":0,"Estudantes":2,"Técnicos":0,"Estrangeiros":0,"Total":2}|{"Formação acadêmica":Outros,"Pesquisadores":0,"Estudantes":9,"Técnicos":0,"Estrangeiros":0,"Total":9};http://dgp.cnpq.br/dgp/espelhogrupo/503097
