Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Laboratório de Direito Digital e Democracia;Certificado;2019;Diogo Rais Rodrigues Moreira;Universidade Presbiteriana Mackenzie - MACKENZIE;Faculdade de Direito;Ciências Sociais Aplicadas, Direito;SP;O presente Grupo de de Pesquisa tem produzido material de alta relevância não apenas para a comunidade acadêmica, mas também e principalmente para a sociedade civil, dentre eles: artigos acadêmicos e jornalísticos, vídeos, podcasts e produção de mapas envolvendo temas correlatos às linhas de pesquisa e participação em painéis de diversos eventos, tais como: (i) Seminário Internacional: Fake News e Eleições promovido pelo TSE - Brasília-DF, (ii) Panel de Expertos sobre desinformación en contextos electorales - OEA - México, (iii) II Internacional Law Symposium: Compliance and Technology Law - Berkeley Law, University of California, (iv) Seminário Reforma Política - Pensando no Amanhã. OAB/CE- Fortaleza-CE, (v) Congresso Internacional da ABraSD. O grupo de pesquisa também organiza eventos periódicos integrando profissionais do mercado e profissionais da comunidade acadêmica, com o objetivo de troca de informação e experiências.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/545558
Laboratório de Tecnologias Sociais;Certificado;2015;Carlos Renato Lisboa Francês;Universidade Federal do Pará - UFPA;Departamento de Engenharia Elétrica;Engenharias, Engenharia Elétrica;AL;O Laboratório de Tecnologias Sociais (LTS) surgiu de diversas parcerias interdisciplinares e multi-institucionais realizadas pelos pesquisadores que o compõem, com vistas a solucionar problemas do mundo real, em diferentes áreas do conhecimento. O LTS vem desenvolvendo um conjunto de projetos de pesquisa, desenvolvimento e inovação tecnológica em áreas consideradas estratégicas para o país, como: meio ambiente, saúde pública, previdência social, mercado de energia elétrica, telecomunicações e inclusão digital e segurança pública. Tais projetos foram demandados de diferentes entes parceiros públicos e privados, tais como: ministérios, agências oficiais de fomento, empresas públicas e privadas e agências reguladoras. Notadamente, o LTS se utiliza de modelagem matemática e de inteligência computacional para, entre outros, extrair padrões, gerar conhecimentos, prospectar cenários, estabelecer previsões e correlações entre as variáveis determinantes ao fenômeno estudado.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/790291
Linguagem, ensino e tecnologia - LENT;Certificado;2012;Nukácia Meyre Silva Araújo;Universidade Estadual do Ceará - UECE;Centro de Humanidades;Lingüística, Letras e Artes, Lingüística;CE;As pesquisas desenvolvidas no grupo, que estão dentro do escopo da Linguística Aplicada, promovem a interdisciplinaridade com outras áreas, tais como Ciência da Computação, Educação, Filosofia, Sociologia, Nutrição. As investigações passam por curadoria digital em LA, desenvolvimento e a avaliação de recursos educacionais digitais, objetos de aprendizagem, materiais didáticos digitais, linguagem e tecnologia, (multi/novos)letramentos, letramento digital docente, fake news, infodemia, escrita acadêmica. São estabelecidas propostas para o ensino de Linguagem e suas Tecnologias na escola, com o uso de recursos educacionais digitais, para o ensino de escrita acadêmica, bem como pesquisas sobre (multi/novos)letramentos na/para docência. Em projeto estabelecido com a Secretaria Municipal de Educação de Fortaleza, são desenvolvidas pesquisas que impactam na formação de professores e no ensino de Língua Portuguesa na rede pública municipal.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/76548
LOGOS - PROCESSO, TECNOLOGIA E HERMENÊUTICA;Certificado;2008;Alexandre Freire Pimentel;Universidade Católica de Pernambuco - UNICAP;Departamento de Ciências Jurídicas;Ciências Sociais Aplicadas, Direito;PE;Publicação do livro: PROPAGANDA ELEITORAL (internet). BH: Fórum, 2019. Apresentação, em 2018, de pesquisa O PROBLEMA DA EFETIVAÇÃO DO DIREITO FUNDAMENTAL À INCLUSÃO DIGITAL DOS JOVENS DE BAIXA RENDA E DA PESSOA IDOSA. I CONG. INTERNACIONAL DE DIR. PÚB. DIRs HUMANOS E POLÍTICAS DE IGUALDADE. Public nos Anais. Publicações dos artigos: 1- El derecho al olvido en la ley del marco civil de Internet brasileña y el problema de la responsabilidad civil de los proveedores. Revista Iberoamericana de Derecho Informático. Lima, 2017. 2- Diagnóstico sobre a imprecisão do Dir. Proc. tecnológico. SP:REPRO, 2019. 3- EL PROCESO ELECTRÓNICO Y LAS VIOLACIONES DE LOS DERECHOS FUNDAMENTALES. REV. DERECHO, COMUNIC. Y NUEVAS TECs. Bogotá, 2017. Como resultados esperados, relevamos a contribuição para o debate acadêmico sobre a aplicação da tecnologia ao direito e aperfeiçoamento da legislação sobre fake news. No Google Scholar: 75 citações - índice H 4 - índice i10 02.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/2352
Neuroética - Implicações sociais, éticas, legais e filosóficas (NEURO-I-SELF);Certificado;2016;Marisa Russo;Universidade Federal de São Paulo - UNIFESP;Departamento de Neurologia/Neurocirurgia;Ciências da Saúde, Medicina;SP;O grupo foi formado desde 2016 e tem como objetivo discutir os principais impactos sociais das neurotecnologias, nos diferentes campos ( legais, sociais, éticos, filosóficos).O grupo realiza reuniões semanais internas , reuniões mensais abertas ao publico ( NeuroNow, e NeuroLectures) e já realizou dois simpósios nacioansi em Neuroética, além de palestras nacionais em vários estados e disciplinas oferecdidas USP e UNIFESP). O grupo realizou o I, II e II simpósio de neuroética e o I simpósio internacional de neuroética na America Latina;;;;http://dgp.cnpq.br/dgp/espelhogrupo/552221
Núcleo de Estudos em Jornalismo de Dados e Computacional (DataJor);Certificado;2021;Taís Seibt;INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA - IDP;;Ciências Sociais Aplicadas, Comunicação;DF;Artigos acadêmicos: Social networks and news deserts: Regional differences in Internet access. Taís Seibt, Marília Gehrke, Marcos Carreiro e Leonardo Hüffner - https://cetic.br/media/docs/publicacoes/2/20221121125504/tic_domicilios_2021_livro_eletronico.pdf Sigilo e Transparência segundo Lula e Bolsonaro: análise de discurso em postagens do Twitter durante as eleições de 2022. Taís Seibt, Sérgio Roberto Trein, Carolina Timm, Juliana Coin - http://compolitica.org/novo/wp-content/uploads/2023/05/GT12_seibt_trein_timm_coin-Sergio-Trein.pdf Análise de dados: Noções de verdade, mentira e fake news nas redes do clã Bolsonaro. Taís Seibt, Sérgio Roberto Trein, Carolina Timm, Juliana Coin - https://afonte.info/2022/10/28/nocoes-de-verdade-mentira-e-fake-news-nas-redes-do-cla-bolsonaro/ Colaboração em pesquisa: Diminui a quantidade de iniciativas jornalísticas na região Centro-Oeste - https://www.atlas.jor.br/v6/diminui-a-quantidade-de-iniciativas-jornalisticas-na-regiao-centro-oeste/;;;;http://dgp.cnpq.br/dgp/espelhogrupo/735714
OBSERVATÓRIO DO JORNALISMO PARAIBANO;Certificado - Não-atualizado há mais de 12 meses;2020;Sandra Regina Moura ;Universidade Federal da Paraíba - UFPB;;Ciências Sociais Aplicadas, Comunicação;PB;Para cumprir com seus objetivos, o Observatório desenvolverá uma série de ações, assim definidas: 1ª etapa - Criação de um blog de crítica de mídia, para o acompanhamento da cobertura jornalística da mídia paraibana, 2ª etapa - Associação e realização de parcerias do observatório de mídia da Paraíba aos observatórios nacionais e internacionais de crítica de mídia e de combate à desinformação, 3ª etapa - Criação de uma agência de fact-checking, para realizar o monitoramento e checagem de notícias falsas e conteúdos desinformativos, contribuindo, assim, com o combate à desinformação, 4ª etapa - Desenvolvimento, em parcerias, de pesquisas e ferramentas de monitoramento de acessibilidade, 5ª etapa - Desenvolver dispositivos, métodos e técnicas de aferição de indicadores para acompanhamento da qualidade da informação jornalística. 6ª etapa - Criação de selo de credenciamento de conteúdos agregados ao Observatório, atestando a sua qualidade e confiabilidade.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/677053
Pirandello - Laboratório de Pesquisa em Ciências Sociais e Inteligência Artificial / Social Sciences and Artificial Intelligence Research Lab;Certificado;2018;Henrique Carlos de Oliveira de Castro;Universidade Federal do Rio Grande do Sul - UFRGS;Faculdade de Ciências Econômicas;Ciências Humanas, Ciência Política;RS;The best tradition of Social Sciences follows the deductive logic (without ever discarding the inductive path, of course), and the deductive path necessarily occurs from the theoretical construction, theory, concepts, and from there it would be empirical. On the one hand, the current uses of Artificial Intelligence to deal with themes of Social Sciences (by using pure and simple algorithms and other tools as it has been done currently) are very empiricist, not constituting efective Social Sciences, but mere analysis of data. On the other, such inductive use allows a sophisticated organization of data and analysis of amounts of information that would not be possible without the AI tools. What the Pirandello group proposes is a theoretical-methodological approach that can bring Social Science theory to the sophisticated uses of Artificial Intelligence tools in social (or society) databases.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/513538
ReC: Retórica do Consumo;Certificado;2008;Guilherme Nery Atem;Universidade Federal Fluminense - UFF;Departamento de Comunicação Social;Ciências Sociais Aplicadas, Comunicação;RJ;O Grupo de Pesquisa desenvolve uma investigação ampla e fundamentada a respeito da retórica do consumo, especialmente visível nas transformações da e na Publicidade e Propaganda. A partir do diagnóstico das principais características da sociedade de consumo contemporânea, as pesquisas buscam o mapeamento das estratégias semióticas, discursivas, sociais e políticas que vêm promovendo uma forma de integração sócio-afetiva na atual cultura do consumismo. O Grupo de Pesquisa leva em conta tanto os conteúdos e valores comunicados pela Publicidade contemporânea como suas formas verbais e não-verbais de comunicação. Nos últimos anos, o ReC vem desenvolvendo o conceito de "Ciberpublicidade", entendendo-o como seu olhar e sua colaboração para o debate mais amplo sobre a nova ontologia da Publicidade. Hoje o ReC está construindo uma nova pesquisa: sobre as fake news como publicidade e propaganda disfarçadas. A fake news é "true propaganda" e "true advertising".;;;;http://dgp.cnpq.br/dgp/espelhogrupo/17123
Rede de Estudos sobre Democracia e Desinformação (REDD);Certificado;2023;André Joffily Abath;Universidade Federal de Minas Gerais - UFMG;Faculdade de Filosofia e Ciências Humanas;Ciências Humanas, Filosofia;MG;Apesar do consenso de que a desinformação precisa ser energicamente combatida, a compreensão adequada do que é a desinformação e dos mecanismos através dos quais ela atua ainda representa um manifesto desafio. A complexidade de fatores que convergem na produção e na difusão em massa da desinformação, assim como na larga adesão a ela, exige um tratamento interdisciplinar e borra as fronteiras entre as áreas tradicionais da pesquisa acadêmica. Um primeiro objetivo do grupo é, nesse sentido, mobilizar ferramentas da discussão epistemológica e cognitiva para compreender os mecanismos de adesão e compartilhamento em massa de desinformação. O grupo tem também o objetivo de centralizar os esforços de pesquisadores de outros departamentos da UFMG e fortalecer a rede local de debates com o intuito de dialogar com centros de pesquisa nacionais e internacionais voltados ao tema da desinformação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/792252
Regulação Econômica e Privacidade na Internet;Certificado;2019;Guilherme Pereira Pinheiro;INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA - IDP;ESCOLA DE DIREITO DE BRASÍLIA;Ciências Sociais Aplicadas, Direito;DF;A ideia da Internet como uma arena sem intermediadores da comunicação parece estar ameaçada. Violações à privacidade dos usuários, terrorismo, fake news, crimes informáticos, censura a conteúdos em redes sociais, tudo isso vem merecendo crescente atenção da academia e do mercado. As propostas de regulação da Internet trarão impactos econômicos e sociais profundos, delimitando o papel de redes sociais, buscadores, aplicativos e ferramentas de comércio eletrônico. O grupo de pesquisa pretende aprofundar a discussão sobre a matéria, estimulando a produção de artigos e a realização de eventos acadêmicos.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/515979
SIDC- Sociedade da informação, liberdade de expressão e democracia constitucional;Certificado;2020;Raquel Fabiana Lopes Sparemberger;Fundação Escola Superior do Ministério Público - RS - FESMP/RS;;Ciências Sociais Aplicadas, Direito;RS;Segundo Manuel Castells a construção da sociedade da informação é um processo que vem sendo estudado e olhado pelas instituições nacionais e internacionais com especial detalhe, pelas implicações sociais, econômicas, culturais e legais que acarretam. As tecnologias de informação e de comunicação vieram, paulatinamente, substituir muitos meios e mecanismos de funcionamento das relações pessoais e interpessoais, formais e informais, materiais e imateriais. Assim o fenômeno das fake news frente ao direito fundamental da liberdade de expressão tem sido um dos principais temas da atualidade e tem preocupado estudiosos e pesquisadores, principalmente em razão do sistema democrático e da sociedade de informação. Nesse sentido, a pesquisa visa mapear, acompanhar e discutir da necessidade de implementação de mudanças legislativas e políticas públicas de combate a ameaças da internet à democracia, discutindo riscos que estão embutidos em tais medidas.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/571124
Síntese, Análise e Popularização de Informação em Ciência - SAPIemCIa;Certificado;2020;Angelo Amaro Theodoro da Silva;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro - IFRJ;;Ciências Exatas e da Terra, Química;RJ;A necessidade de formação de um grupo que trabalhasse no tratamento (análise, síntese) da informação científica, bem como sua divulgação, com uma linguagem mais adaptada ao público leigo (popularização) é o que motivou a formação dessa equipe, a qual pretende ter uma formação cada vez mais multidisciplinar. O grupo é dividido em cinco (05) núcleos de atuação: Núcleo 1 (comissão de análise científica), Núcleo 2 (equipe de redação e transposição didática), Núcleo 3 (direção de arte audiovisual e comunicacional), Núcleo 4 (revisores de leitura crítica) e Núcleo 5 (gerenciamento de web, recebimento das fake news e temas, divulgação).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/580725
