Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
Grupo temos ciência: luta, consciência e boniteza na educação em ciências e saúde;Certificado;2017;Nilcimar dos Santos Souza;Universidade Federal do Rio de Janeiro - UFRJ;UFRJ - Campus Macaé;Ciências Humanas, Educação;RJ;O Brasil está assentado na periferia capitalistíca global. Sua subalternizante condição econômica, cultural, política e ambiental espelha as estruturas e relações opressoras vistas nas internas diferenças étnicas, regionais, de gênero, de classe e de crença. Nosso grupo defende que o sistema educacional que nasce desse fraturado território deve estar a serviço das maiorias populares e, por isso, impregnado de práticas educativas cidadãs, democráticas e contra-hegemônicas, potencialmente transformadoras, libertadoras e emancipatórias. Estamos inseridos nessas práticas a partir da educação em ciências e saúde que valoriza os conhecimentos científicos e populares e a tomada de consciência crítica e política na leitura do mundo. Paulo Freire e os desdobramentos práxicos de seu pensamento são referenciais centrais de nossas ações de estudo, ensino, criação, divulgação, pesquisa e extensão, que têm permitido alcançar resultados enquanto aprendizagens, formações, inovações e impactos sociais.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/783438
Informação Científica: métricas e publicações (INFOCIENT);Certificado;2010;Patricia da Silva Neubert;Universidade Federal de Santa Catarina - UFSC;Departamento de Ciências da Informação;Ciências Sociais Aplicadas, Ciência da Informação;SC;O Grupo de Pesquisa Informação Científica: métricas e publicações (INFOCIENT) inicia suas atividades em 2010, a partir da reestruturação do Laboratório de Gestão, Tecnologia e Informação (LGTI), ligado ao Departamento de Ciência da Informação (CIN), da Universidade Federal de Santa Catarina (UFSC). Desde 1996 os professores vinculados ao LGTI orientam Projetos de Iniciação Científica, Dissertações e Teses, além de co-orientações ligados prioritariamente à Ciência da Informação. Nesse período, foram produzidos projetos de iniciação científica, Trabalhos de Conclusão de Curso/Estágios, dissertações e teses de doutorado em programas de pós-graduação da UFSC e participação de bancas em várias universidades. Professores e alunos publicaram artigos, livros e capítulos de livros e tiveram participações em eventos, conforme descrito nos curriculos lattes.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/34048
Inteligência Artificial e Sociedade;Certificado;2020;Glauco Antonio Truzzi Arbix;Universidade de São Paulo - USP;Faculdade de Filosofia Letras e Ciências Humanas;Ciências Sociais Aplicadas, Ciência da Informação;SP;O Grupo de Pesquisa "Inteligência Artificial e Sociedade" tem sua base no Centro for Artificial Intelligence (C4AI) da Universidade de São Paulo. O Grupo está voltado para a pesquisa na área de humanidades, com estudos orientados para as políticas públicas em países emergentes. Temas como as Transformações do Trabalho, Emprego, Novas Tecnologias e Competências, Regulação, Ética, Privacidade, Ética Corporativa, Impactos sociais de técnicas Biométricas, Informação e Desinformação, Democracia, Cidades Inteligentes e Relações Homem-Robô.Dada sua característica multidisciplinar e multiinstitucional, Grupo abriga pesquisadores da Sociologia, Ciência Política, Economia, Psicologia, Computação, Medicina, Direito, Comunicação, Robótica. Os trabalhos de pesquisa estão voltados para consolidar a Inteligência Artificial no Brasil e ampliar os laços com centros internacionais relevantes. Como parte do C4AI, o Grupo buscará de modo permanente a sinergia com todas as áreas avançadas da IA.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/617129
Jornalismo, Direito e Liberdade;Certificado;2015;Vitor Souza Lima Blotta;Universidade de São Paulo - USP;Escola de Comunicações e Artes;Ciências Humanas, Filosofia;SP;O grupo foi fundado em 2015 com sede no Instituto de Estudos Avançados da USP e na Escola de Comunicações e Artes da USP. Realiza seminários teóricos, seminários abertos, projetos de pesquisa e projetos de colaboração com outros grupos e institutos. A preocupação fundamental é analisar os princípios éticos e jurídicos ligados à liberdade de imprensa e ao dever do Estado de informar.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/229987
LABEx - Laboratório de Administração Baseada em Evidências e Experimental;Em preenchimento;2020;Eduardo Camilo da Silva ;Universidade Federal Fluminense - UFF;Faculdade de Administração e Ciências Contábeis;Ciências Sociais Aplicadas, Administração;RJ;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/605886
Laboratório de estudos em representação do conhecimento, competências e comportamento em informação e recuperação da informação em meio digital - LABRECRIE;Em preenchimento;2023;Bruna Bomfim Lessa dos Santos ;Universidade Federal da Bahia - UFBA;Instituto de Ciência da Informação;Ciências Sociais Aplicadas, Ciência da Informação;BA;O LabRecrie é uma rede interdisciplinar de pesquisadores com estudos e pesquisas que tratam sobre a informação em contexto digital, as relações com sujeitos humanos e não-humanos, e sua representação social. Pretende ampliar discussões, desenvolver metodologias e novos conceitos que permitam identificar a interconexão entre os produtos de pesquisa científica, atores, mediadores e a sociedade. Para isso, vem desenvolvendo estudos sobre competências científicas, de modo a compreender o uso do conhecimento científico e as habilidades necessárias para resolver problemas sociais, sobretudo, no que se refere ao acesso público às fontes de informação científica e estratégias para o combate a desinformação, utilizando-se teorias e práticas dos domínios da Biblioteconomia e Humanidades Digitais, no que tange a Organização e Representação da Informação e do Conhecimento.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/788023
Laboratório de Estudos Métricos da Informação na Web (Lab-iMetrics);Certificado;2016;Ronaldo Ferreira de Araujo;Universidade Federal de Alagoas - UFAL;Centro de Ciências Sociais e Aplicadas;Ciências Sociais Aplicadas, Ciência da Informação;AL;O Lab-iMetrics tem como objetivo desenvolver pesquisas teórico-metodológicas no campo dos estudos métricos tradicionais e alternativos da informação na web no que tange aos processos de coleta, análise e visualização de informações em ambientes digitais. Congrega estudos bibliométricos, informétricos, cibermétricos, webométricos, webmétricos e altmétricos para análise da informação em ciência, tecnologia e sociedade com vistas a compreensão da configuração de seus atores, ações e dispositivos informacionais. Tem como missão a realização experimental de produtos, modelos e processos que envolvem dispositivos informacionais digitais e a promoção de pesquisas e atividades de extensão sobre tais dispositivos nas ações de mediação da informação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/205221
Laboratório de Pesquisa em Mídia, Discurso e Análise de Redes Sociais;Em preenchimento;2013;Raquel da Cunha Recuero ;Universidade Federal de Pelotas - UFPEL;;Ciências Sociais Aplicadas, Comunicação;RS;O trabalho do grupo tem recebido bastante atenção principalmente em sua pesquisa sobre desinformação no Brasil. Através do relatório de desinformação sobre o Covid-19, publicado em 2020, o grupo atuou na criação da Rede de Combate à Desinformação, da Procuradoria da 4a Região, em centenas de lives e entrevistas, bem como palestras e comentários para a imprensa.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/477477
Laboratório de Tecnologias e Transformações Sociais (LABTTS);Certificado;2017;Leda Maria Caira Gitahy;Universidade Estadual de Campinas - UNICAMP;Departamento de Política Científica e Tecnológica do IGE/UNICAMP;Ciências Humanas, Sociologia;SP;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/774561
Laboratório de Tecnologias Sociais;Certificado;2015;Carlos Renato Lisboa Francês;Universidade Federal do Pará - UFPA;Departamento de Engenharia Elétrica;Engenharias, Engenharia Elétrica;AL;O Laboratório de Tecnologias Sociais (LTS) surgiu de diversas parcerias interdisciplinares e multi-institucionais realizadas pelos pesquisadores que o compõem, com vistas a solucionar problemas do mundo real, em diferentes áreas do conhecimento. O LTS vem desenvolvendo um conjunto de projetos de pesquisa, desenvolvimento e inovação tecnológica em áreas consideradas estratégicas para o país, como: meio ambiente, saúde pública, previdência social, mercado de energia elétrica, telecomunicações e inclusão digital e segurança pública. Tais projetos foram demandados de diferentes entes parceiros públicos e privados, tais como: ministérios, agências oficiais de fomento, empresas públicas e privadas e agências reguladoras. Notadamente, o LTS se utiliza de modelagem matemática e de inteligência computacional para, entre outros, extrair padrões, gerar conhecimentos, prospectar cenários, estabelecer previsões e correlações entre as variáveis determinantes ao fenômeno estudado.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/790291
Laboratório Informa Ação Saúde;Certificado;2014;Thiago Cruvinel da Silva;Universidade de São Paulo - USP;Faculdade de Odontologia da USP;Ciências da Saúde, Odontologia;SP;Os estudos produzidos pelo Grupo de Pesquisa são publicados em periódicos internacionais de seletiva política editorial, sendo bastante valorizados pelos pares das áreas de saúde. Os resultados estão alcançando visibilidade na imprensa nacional e internacional, destacando-se matérias publicadas pela Revista Veja e Jornal da USP. Além disso, o líder do Grupo está sendo sistematicamente convidado para participar como palestrante nos principais eventos da área odontológica nacional. Em consequência, também participa em eventos locais de Programas de Pós-Graduação, com possível interesse em parcerias de pesquisa. Desenvolve parceria para o desenvolvimento de projetos de pesquisa com o Ubiquitous Health Technology Lab, University of Waterloo, Canadá. Projetos do Grupo relacionados à saúde digital foram contemplados com auxílios da CAPES, CNPq e FAPESP, em 2023 com vigência de 2 auxílios à pesquisa (Universal e Bolsa PQ CNPq) e 5 bolsas de pós-graduação, sendo 3 FAPESP, 1 CAPES e 1 CNPq.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/786682
Memória Social, Tecnologia e Informação;Certificado - Não-atualizado há mais de 12 meses;2000;Vera Lucia Doyle Louzada de Mattos Dodebei ;Universidade Federal do Estado do Rio de Janeiro - UNIRIO;Centro de Ciências Humanas e Sociais (CCH);Ciências Sociais Aplicadas, Ciência da Informação;RJ;O grupo de pesquisa Memória Social, Tecnologia e Informação reúne pesquisadores com formação em ciência da informação, comunicação, história, sociologia, ciência da computação, cujas pesquisas e estudos estão centrados no campo interdisciplinar da memória social no âmbito da ciência, da técnica e das artes. O grupo pretende ampliar a produção do conhecimento no campo da Memória Social, atualizar a transmissão desse conhecimento para o ensino de gradução e pós-graduação, e estender esse conhecimento para a sociedade diretamente, mediante atividades e projetos de extensão. Reunidos em torno de uma linha de pesquisa inicial - Informação, Conhecimento e Sociedade - os projetos de pesquisa e de extensão fazem uso do referencial teórico-metodológico da Ciência da Informação e das Ciências Humanas e Sociais, campos de estudo interdisciplinares, cujo foco principal é centrado nas discussões sobre as relações da memória e o comportamento da informação, suas propriedades e seus processos de;;;;http://dgp.cnpq.br/dgp/espelhogrupo/20767
Mídia, conhecimento e meio ambiente: olhares da Amazônia;Certificado;2014;Simão Farias Almeida;Universidade Federal de Roraima - UFRR;Reitoria;Ciências Sociais Aplicadas, Comunicação;RR;O líder do grupo e os demais membros têm produção científica no Brasil e no exterior, pesquisam sobre jornalismo, cinema e informação ambiental e de mudanças climáticas, estudos animais, pós-coloniais, decoloniais e ecofeminismo. Publicaram artigos científicos e livros no Brasil e no exterior a respeito de crises socioambientais, de representação da natureza, dos seres humanos e não humanos, dos impactos de danos ambientais (queimadas, desmatamento, garimpo) e mudanças climáticas na Amazônia, no Brasil e no planeta. Desenvolve projeto de pesquisa Negacionismo de danos ambientais e mudanças climáticas no cinema e no jornalismo (2022-2026). Partindo das semelhanças e diferenças entre desinformação, fake e negacionismo, pretende investigar o negacionismo da degradação, climático e tóxico em relação ao meio ambiente, às minorias e aos seres vulneráveis.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/3953
MIDIÁTICUS - Grupo de Pesquisa em Mídia, Política e Democracia;Certificado;2022;Bruno Bernardo de Araújo;Universidade Federal de Mato Grosso - UFMT;Faculdade de Comunicação e Artes;Ciências Sociais Aplicadas, Comunicação;MT;;;;;http://dgp.cnpq.br/dgp/espelhogrupo/786666
NELLF - Núcleo de Estudos em Linguagens, Letramentos e Formação;Certificado;2016;Juliana Alves Assis;Pontifícia Universidade Católica de Minas Gerais - PUC Minas;Departamento de Letras - ICH/PUC Minas;Lingüística, Letras e Artes, Lingüística;MG;O Núcleo de Estudos em Linguagens, Letramentos e Formação (NELLF) reúne pesquisadores de diferentes instituições, articulando ainda vários grupos de pesquisa. Sob uma perspectiva enunciativa, interativa e discursiva, as ações do Núcleo definem-se no trabalho com a linguagem e os discursos, considerando-se as dimensões sócio-histórica e cultural da atividade linguageira. Em sua trajetória, o NELLF tem obtido financiamentos de agências nacionais e internacionais bem como estabelecido parcerias com pesquisadores de outras IES do Brasil e fora do país. Principais frentes de investigação do Núcleo: Escrita acadêmico-científica, Letramentos, Letramentos e desinformação, Formação e trabalho do professor, Representações nas práticas sociais, Processos e posicionamentos identitários. Coordenadoras: Jane Quintiliano Guimarães Silva, Juliana Alves Assis, Maria Angela Paulino Teixeira Lopes e Daniella Lopes Dias Ignácio Rodrigues;;;;http://dgp.cnpq.br/dgp/espelhogrupo/290724
Núcleo de Estudos e Pesquisas sobre Recursos, Serviços e Práxis Informacionais (NERSI);Certificado;2021;Ana Paula Meneses Alves;Universidade Federal de Minas Gerais - UFMG;Escola de Ciência da Informação;Ciências Sociais Aplicadas, Ciência da Informação;MG;O NERSI é fruto de atividades de pesquisa, ensino e extensão, desenvolvidas desde 2019, com foco em Recursos, Serviços e Práxis Informacionais. As pesquisas do grupo têm como objetivo perscrutar e desenvolver abordagens teórico-práticas que cercam o trato informacional e a atuação do profissional da informação, em diferentes contextos de atuação e aplicação, detalhando os processos de concepção, produção, mediação, instrumentalização e desenvolvimento dos produtos e serviços de informação, a partir de quatro linhas de pesquisa principais, a saber: a) Recursos e Serviços de Informação, b) Informação e Saúde, c) Informação e emancipação, d) Uso ético da Informação. A linha de pesquisa Recursos e Serviços de Informação, tem com foco desenvolver investigações dentro das temáticas de competência em informação, fontes de informação, organização bibliográfica e o serviço de referência e informação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/748955
Núcleo de Estudos em Jornalismo de Dados e Computacional (DataJor);Certificado;2021;Taís Seibt;INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA - IDP;;Ciências Sociais Aplicadas, Comunicação;DF;Artigos acadêmicos: Social networks and news deserts: Regional differences in Internet access. Taís Seibt, Marília Gehrke, Marcos Carreiro e Leonardo Hüffner - https://cetic.br/media/docs/publicacoes/2/20221121125504/tic_domicilios_2021_livro_eletronico.pdf Sigilo e Transparência segundo Lula e Bolsonaro: análise de discurso em postagens do Twitter durante as eleições de 2022. Taís Seibt, Sérgio Roberto Trein, Carolina Timm, Juliana Coin - http://compolitica.org/novo/wp-content/uploads/2023/05/GT12_seibt_trein_timm_coin-Sergio-Trein.pdf Análise de dados: Noções de verdade, mentira e fake news nas redes do clã Bolsonaro. Taís Seibt, Sérgio Roberto Trein, Carolina Timm, Juliana Coin - https://afonte.info/2022/10/28/nocoes-de-verdade-mentira-e-fake-news-nas-redes-do-cla-bolsonaro/ Colaboração em pesquisa: Diminui a quantidade de iniciativas jornalísticas na região Centro-Oeste - https://www.atlas.jor.br/v6/diminui-a-quantidade-de-iniciativas-jornalisticas-na-regiao-centro-oeste/;;;;http://dgp.cnpq.br/dgp/espelhogrupo/735714
Núcleo de Estudos em Política e Gestão da informação;Certificado;2022;Adriane Maria Arantes de Carvalho;Universidade FUMEC - FUMEC;FACULDADE DE CIENCIAS EMPRESARIAIS;Ciências Sociais Aplicadas, Ciência da Informação;MG;Desenvolvimento de pesquisa nas temáticas de política e regime de informação, Desinformação e ética da informação, Gestão da informação e do conhecimento.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/780548
Núcleo de Estudos Integrados em Comunicação e Política - DECOS;Certificado;2022;Lucy Oliveira;Universidade Federal de São Carlos - UFSCAR;Departamento de Ciências Sociais;Ciências Humanas, Ciência Política;SP;O grupo de pesquisa tem uma atuação em redes nacionais de pesquisadores na área de Democracia, Comunicação e Política, tendo pesquisadores incluídos em representações da área no país e ainda estando na centro de discussões sobre gênero, raça, interseccionalidade e comunicação. Além disso, tem participado de um movimento de fomento e criação de redes de pesquisadores em torno do que tem se convencional Ciências Sociais Computacional e seu uso na análise das comunicações políticas. Ainda tem trabalhado com temas atuais e cadentes como desinformação, populismo, discursos presidenciais e política brasileira.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/776542
NUJOC- NUCLEO DE PESQUISA EM JORNALISMO E COMUNICAÇÃO;Certificado;2005;Ana Regina Barros Rêgo Leal;Universidade Federal do Piauí - UFPI;Pró-Reitoria de Pesquisa e Pós-Graduação;Ciências Sociais Aplicadas, Comunicação;PI;Contribuir para os estudos e pesquisas nas áreas de teorias do jornalismo e da comunicação, comunicação e cultura e tecnologias mediáticas. Integrar áreas de investigação social e humana, ciências da linguagem, fatores tecnológicos e as artes no Brasil e exterior. Desenvolver projetos sociais ligados as linhas de pesquisa do NUJOC.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/15355
Objor Semiárido - Grupo de Pesquisa em Jornalismo, Gênero e Educomunicação;Certificado;2013;Sandra Raquew dos Santos Azevêdo;Universidade Federal da Paraíba - UFPB;;Ciências Sociais Aplicadas, Comunicação;PB;Atuamos na formação de novos pesquisadores no campo da comunicação social, ampliando a a experiência docente e discente no desenvolvimento de projetos de investigação. Levamos em consideração as transformações pelas quais tem passado o campo da comunicação, em especial o Jornalismo, a mutação de suas rotinas produtivas, as narrativas sobre o real e sua relação com a sociedade. De modo interdisciplinar objetivamos compreender melhor as práticas jornalísticas no Século XXI a partir das seguintes interfaces: Jornalismo, Desenvolvimento e Cidadania no Semiárido Brasileiro, Gênero-Mídia e Educomunicação. Acreditamos que esses eixos de investigação fazem parte do percurso de trabalho desse Grupo na busca por fortalecer um conhecimento sobre as mudanças ocorridas na natureza das práticas jornalísticas tendo em vista o desenvolvimento intenso e crescente dos processos de midiatização.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/38784
Observatório da Ética Jornalística - objETHOS;Em preenchimento;2009;Rogério Christofoletti ;Universidade Federal de Santa Catarina - UFSC;Departamento de Jornalismo;Ciências Sociais Aplicadas, Comunicação;SC;O objETHOS é uma realização do Departamento e do Programa de Pós-Graduação em Jornalismo (PPGJOR) da Universidade Federal de Santa Catarina. Surgiu em 2009, e é uma iniciativa de pesquisa, acompanhamento e monitoramento da ética praticada por jornalistas e meios de informação. A equipe é formada por pesquisadores de doutorado, mestrado e graduação de quatro reconhecidas universidades (UFSC, UFF/UMinho, UFPel, UFBA e Feevale). Desenvolvemos investigações para teses, dissertações e estudos específicos sobre ética jornalística, crítica de mídia, identidade profissional, modelos de negócio e novas configurações do ecossistema informativo. Mantemos parcerias com a Red Ética Segura (Fundación Gabo, Colômbia), o Ceis20 (Universidade de Coimbra, Portugal), Rede Nacional de Observatórios de Imprensa (Renoi), Rede Lusófona pela Qualidade da Informação (RLQI), Rede Nacional de Combate à Desinformação (RNDC) e Observatório da Imprensa.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/30926
Observatório da Opinião Pública na arena digital;Certificado;2022;Ana Paula de Moraes Teixeira;Universidade Federal de Uberlândia - UFU;Faculdade de Educação;Ciências Sociais Aplicadas, Comunicação;MG;Estão previstas publicações em periódicos indexados, congressos e eventos profissionais da área. O grupo inicia os trabalhos apenas com iniciação científica e após um ano incorporará pesquisadores do mestrado profissional. Também estão previstas realizações de workshops em atividades de extensão, compartilhando com a comunidade da Comunicação da UFU e de outras IES as descobertas e conhecimentos com relação à utilização de ferramentas e soluções que irão auxiliar no desenvolvimento da pesquisa. Os estudantes serão incentivados a realizar capacitação para análise dos dados, promovidos pelos pesquisadores doutores e outros convidados. Os resultados da pesquisa serão informados também à comunidade acadêmica por meio dos canais de comunicação científica da Universidade.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/774752
OBSERVATÓRIO DO JORNALISMO PARAIBANO;Certificado - Não-atualizado há mais de 12 meses;2020;Sandra Regina Moura ;Universidade Federal da Paraíba - UFPB;;Ciências Sociais Aplicadas, Comunicação;PB;Para cumprir com seus objetivos, o Observatório desenvolverá uma série de ações, assim definidas: 1ª etapa - Criação de um blog de crítica de mídia, para o acompanhamento da cobertura jornalística da mídia paraibana, 2ª etapa - Associação e realização de parcerias do observatório de mídia da Paraíba aos observatórios nacionais e internacionais de crítica de mídia e de combate à desinformação, 3ª etapa - Criação de uma agência de fact-checking, para realizar o monitoramento e checagem de notícias falsas e conteúdos desinformativos, contribuindo, assim, com o combate à desinformação, 4ª etapa - Desenvolvimento, em parcerias, de pesquisas e ferramentas de monitoramento de acessibilidade, 5ª etapa - Desenvolver dispositivos, métodos e técnicas de aferição de indicadores para acompanhamento da qualidade da informação jornalística. 6ª etapa - Criação de selo de credenciamento de conteúdos agregados ao Observatório, atestando a sua qualidade e confiabilidade.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/677053
Perspectivas Filosóficas em Informação (Perfil-i);Certificado;2014;Marco André Feldman Schneider;Instituto Brasileiro de Informação em Ciência e Tecnologia - IBICT;Departamento de Ensino e Pesquisa;Ciências Sociais Aplicadas, Ciência da Informação;RJ;O grupo estuda clássicos da filosofia e das ciências humanas e sociais, junto a autores da Ciência da Informação, explorando sua contribuição para o debate atual sobre informação, com ênfase nos seus fundamentos, imbricações e implicações de natureza ética, política e epistemológica, em uma perspectiva crítica. A investigação envolve projetos de pesquisa, ciclos de leitura e debates, cursos e orientações de mestrado e doutorado, seminários, publicações e registros audiovisuais, voltados à formação, à comunicação e à divulgação científica. Um projeto aplicado chama-se Vepeinfo, uma videoteca indexada de acesso público, espelhada em um livro de entrevistas e editada em um filme. Integrantes do grupos têm publicado livros, capítulos de livro e dezenas de artigos científicos em periódicos nacionais e internacionais.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/39366
Prospecção e Práxis em Gestão da Informação;Certificado;2011;Nadi Helena Presser;Universidade Federal de Pernambuco - UFPE;Universidade Federal de Pernambuco;Ciências Sociais Aplicadas, Ciência da Informação;PE;Estuda o fenômeno da informação enquanto objeto de gestão na perspectiva do paradigma sociocognitivo da CI, tanto no âmbito das práticas adotadas como das suas prospectivas e possibilidades futuras. Os estudos são delineados na abordagem do ciclo social da informação, nos seus processos de construção, comunicação e uso. Aporta estudos orientados ao usuário, incluindo os processos de avaliação e formulação de indicadores de uso da informação;;;;http://dgp.cnpq.br/dgp/espelhogrupo/12721
Quereres - Núcleo de Pesquisa em Diferenças, Direitos Humanos e Saúde;Certificado;2018;Richard Miskolci Escudeiro;Universidade Federal de São Paulo - UNIFESP;Departamento de Medicina Preventiva;Ciências Humanas, Sociologia;SP;O Quereres - Núcleo de Pesquisa em Diferenças, Direitos Humanos e Saúde é sediado na UNIFESP. Reúne pesquisadorxs de diversas universidades formando uma rede de investigação nas linhas de desinformação, diferenças e saúde e cidade. Funcionou entre 2004 e 2017 na UFSCar, onde promoveu diversos eventos assim como colaborou em iniciativas de formação continuada de profissionais da área de educação. Está inserido em redes de pesquisa internacionais no estudo da desinformação em saúde, desigualdades e políticas públicas e impactos da polarização política na saúde pública.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/324028
R.E.G.I.I.M.E.N.T.O.;Certificado;2009;Claudio Gottschalg Duque;Universidade de Brasília - UnB;Reitoria;Ciências Sociais Aplicadas, Ciência da Informação;DF;O grupo atua desde 2009, tendo promovido diretamente 01 Workshop, 3 Colóquios e vários seminários sobre Arquitetura da Informação. Desde 2019 o grupo atua na Ciência Arquivística Computacional (computational archival science, CAS) e desde 2022 atua no INTERPARES TRUST AI. Ao longo de sua história, 24 mestres e 24 doutores foram titulados até 2022. O grupo desenvolve estudos que abordam Arquitetura da Informação, Processamento de Linguagem Natural, Engenharia de Ontologias, Multimodalidade e Deep Learning, tendo como proposta uma Arquitetura da Informação Multimodal (MIA).;;;;http://dgp.cnpq.br/dgp/espelhogrupo/788548
Rede de Estudos sobre Democracia e Desinformação (REDD);Certificado;2023;André Joffily Abath;Universidade Federal de Minas Gerais - UFMG;Faculdade de Filosofia e Ciências Humanas;Ciências Humanas, Filosofia;MG;Apesar do consenso de que a desinformação precisa ser energicamente combatida, a compreensão adequada do que é a desinformação e dos mecanismos através dos quais ela atua ainda representa um manifesto desafio. A complexidade de fatores que convergem na produção e na difusão em massa da desinformação, assim como na larga adesão a ela, exige um tratamento interdisciplinar e borra as fronteiras entre as áreas tradicionais da pesquisa acadêmica. Um primeiro objetivo do grupo é, nesse sentido, mobilizar ferramentas da discussão epistemológica e cognitiva para compreender os mecanismos de adesão e compartilhamento em massa de desinformação. O grupo tem também o objetivo de centralizar os esforços de pesquisadores de outros departamentos da UFMG e fortalecer a rede local de debates com o intuito de dialogar com centros de pesquisa nacionais e internacionais voltados ao tema da desinformação.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/792252
TEC_MID Teachers - Tecnologias, Mídias Digitais e Cultura Pop para a Formação de Professores;Certificado;2017;Alcimar Silva de Queiroz;Universidade Federal da Grande Dourados - UFGD;Reitoria;Ciências Humanas, Educação;MS;Grupo de pesquisa interessado em investigar as relações entre as tecnologias, as mídias digitais e a cultura pop nas suas relações com a educação e o sistema escolar público, principalmente no que tange ao campo das disciplinas da didática e da teoria do currículo para a formação de professores. Busca inovar, entrecruzando campos investigativos da sociologia, da psicanálise, da teoria da comunicação, das artes visuais, da filosofia, da informática, da história com as ciências da educação. Estuda as áreas técnicas de videogames, de robótica educativa, de vídeo-produção, programação, entre outros, ao lado dos consagrados estudos teóricos de tecnologia da informação e comunicação na educação, no uso de computadores e celulares. Estudos dos novos fenômenos socioculturais dos quadrinhos/mangás, animações/animes, séries e cinema que elevaram o status dos objetos culturais pop a níveis sem precedentes no ocidente neste século XXI.;;;;http://dgp.cnpq.br/dgp/espelhogrupo/727274
